,CDS Code,County,District Name,Locale Classifications,District Type,2023-24 Student Enrollment,2023-24 % Unduplicated,BP: 3511.1 Integrated Waste Management,BP 3511.1 Year Adopted,BP 3511.1 Year of Policy Update if applicable,BP 3511.1 Link to Policy,AR: 3511.1 Integrated Waste Management Regulation,AR 3511.1 Year Adopted,AR 3511.1 Year of Policy Update if applicable,AR 3511.1 Link to Policy,School Board Policy Commitments Score (out of 3),Building Electrification,Energy Efficiency,On-Site Renewables,HVAC: AC,Indoor Air Quality,Energy Resilience,Fleet Electrification,EV Chargers for Parking,Water Conservation,Zero Waste Initiative,Schoolyard Forest,School Gardens,District-Wide Curriculum Environmental or Climate Literacy Indicators (up to 3),Overall District Action and Literacy Initiative Indicators (up to 10),Staff Capacity Indicators (up to 4),W/O Policy Environmental and Climate Action Score (17 points),"Plans, Communication, and Awards Indicators (up to 3)",District-Wide Campus Sustainability Indicators (up to 3),District-Wide Environmental Community and Culture Indicators (up to 3),Environmental and Climate Action Score (20 points),BP3511.1: Path to PDF,BP3511.1: PDF Text,AR3511.1: Path to PDF,AR3511.1: PDF Text
351,41688900000000,San Mateo,Cabrillo Unified,Town,Unified School District,2661,42,1,2012,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030824&revid=Bdu1liNkqEAnZMuQslshKn4bg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2012,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030824&revid=TqcHufwa0tGplusDBKmpGzVRA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,0.0,1.0,0,1.0,1.0,0,1,0,1,0.5,6.5,0,9.5,3.0,3.0,2.5,13.0,Cabrillo_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10112012 last revised date 04132023 last reviewed date 04132023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual cabrillo unified school district,,
352,41689160000000,San Mateo,Jefferson Elementary,Suburban,Elementary School District,5985,63,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030269&revid=M5Qrqwy8ixdB1PvxERQeOg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030269&revid=EuN9trRGlSPqPa3ZAurSkg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,1.0,0,0,0,1,0.0,5.0,3,8.0,0.0,3.0,1.0,11.0,Jefferson_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09112013 last revised date 12082021 last reviewed date 12082021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual jefferson elementary school district,,
353,41689320000000,San Mateo,Pacifica,Suburban,Elementary School District,2737,25,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030354&revid=pLeZQYgUDRplus1wGB82qsjcg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030354&revid=OuTXjrF2AKa4Dx3Anp1SyA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0.0,1.5,0,2.0,0.5,1.0,0.5,5.0,Pacifica_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03292023 last reviewed date 03292023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual pacifica school district,,
354,41689570000000,San Mateo,Las Lomitas Elementary,Suburban,Elementary School District,1134,15,1,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030292&revid=zJtlslshoFZ9cBkuJCo4GP5pw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2013,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030292&revid=rDslshaOoBmdAPp8IbD6hI9CQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,2.25,0,2.25,0.0,1.75,0.5,5.25,Las_Lomitas_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06122013 last reviewed date 06122013 governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee may develop andor implement costeffective integrated waste management program incorporates principle green school operation district program may include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program may address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee may make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee may regularly monitor aspect district integrated waste management program may provide update board effectiveness necessary board policy manual la lomitas elementary school district,,
355,41689730000000,San Mateo,Millbrae Elementary,Suburban,Elementary School District,2065,35,1,2017,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030332&revid=EoyPYplusyYhAs8kUtZoslsh3yEg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2017,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030332&revid=bMyCjHnplusKm9Byt9aslshRyjwQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,1.0,1.0,0,0.0,0.0,0,1,0,0,0.5,2.5,3,6.0,0.5,2.0,0.0,9.0,Millbrae_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 06272017 last revised date 12142023 last reviewed date 12142023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual millbrae elementary school district,,
356,41689810000000,San Mateo,Portola Valley Elementary,Rural,Elementary School District,486,8,1,2014,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030790&revid=oRR5xfQwVsJoj9YQOrFMCA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2014,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030790&revid=oIrg0f9WoNcU4vrsYfpqMQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,0.0,0,0.0,0.0,0,0,0,0,0.0,3.25,0,3.75,0.5,2.25,0.5,7.25,Portola_Valley_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09102014 last revised date 09022021 last reviewed date 09022021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual portola valley school district,,
357,41689990000000,San Mateo,Ravenswood City Elementary,Suburban,Elementary School District,2533,91,1,2010,2010,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030390&revid=9OMs9jKo9BqTPp4vCISacQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2010,2019,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030390&revid=MTNiefRhjHyDbJjxMOGjhQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,1,0.0,0.0,0,0.0,0.0,1,0,0,0,0.5,3.0,0,4.5,1.5,2.0,0.5,7.5,Ravenswood_City_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10142010 last reviewed date 10142010 board trustee belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee may develop integrated waste management program reduce waste conserve natural resource protect environment program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment board policy manual ravenswood city school district,,
358,41690050000000,San Mateo,Redwood City Elementary,Urban,Elementary School District,7477,66,1,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030397&revid=iDxFlIlp6gtLS5HKQnH2ow==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2009,2009,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030397&revid=R74zQv9c0qGVH6BCPGmhjw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,1.0,0,1.0,1.0,0,1,0,1,1.0,5.0,0,5.5,0.5,3.0,0.5,9.0,Redwood_City_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11042009 last reviewed date 11042009 board education belief conservation water energy natural resource well protection environment essential health wellbeing community superintendent designee shall develop integrated waste management program reduce waste conserve natural resource protect environment program shall include specific strategy designed help district reduce waste generation improve efficiency using natural resource area operation superintendent designee may collaborate city county state agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate training opportunity student staff regarding benefit method conserving natural resource protecting environment board policy manual redwood city school district,,
359,41690130000000,San Mateo,San Bruno Park Elementary,Suburban,Elementary School District,1950,51,1,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030412&revid=PIAq31idGeOQPhplusBkPpA1Q==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030412&revid=QXA5pOmFAitrMwxmD78MAQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0.5,2.5,0,2.5,0.0,1.0,0.5,6.0,San_Bruno_Park_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 01162013 last revised date 11102021 last reviewed date 11102021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual san bruno park school district,,
360,41690210000000,San Mateo,San Carlos Elementary,Suburban,Elementary School District,3137,14,1,2023,2023,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030415&revid=NRBgnNPU0iNvPsDaJdlrrQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,0.0,,,,3.0,0,1,1,1.0,1.0,0,0.0,0.0,0,1,1,1,1.5,7.0,4,14.0,3.0,3.0,2.0,17.5,San_Carlos_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 11162023 last reviewed date 11162023 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual san carlos school district,,
361,41690470000000,San Mateo,San Mateo Union High,Urban,High School District,9378,25,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030427&revid=WkZxNUk7LlM4kPUYEPpmcw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030427&revid=hIG7ilGpKBIIuPSjRTshjg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,1,1.0,1.0,1,1,1,1,3.0,9.5,4,15.5,2.0,3.0,3.0,18.0,San_Mateo_Union_High_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09092021 last reviewed date 09092021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual san mateo union high school district,,
362,41690700000000,San Mateo,South San Francisco Unified,Urban,Unified School District,7770,48,1,2019,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030487&revid=6L0qVdbEaxC2vt1DvoFEIg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2013,2022,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030487&revid=Eslshl9ghVEslshZI8XMp714sikw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,0,0,0,1,0.0,4.0,3,7.5,0.5,3.0,0.5,11.0,South_San_Francisco_Unified_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 09252019 last revised date 08112022 last reviewed date 08112022 integrated waste management note following policy may revised reflect district practice pursuant public resource code 42630 district school encouraged assist city county meeting solid waste diversion goal set public resource code 41780 pursuant public resource code 426492 4264981 business including school required arrange recycling service amount solid organic waste produce meet threshold specified law accompanying administrative regulation california department resource recycling recovery calrecycle offer resource identifying waste management strategy available funding source education school waste reduction program provide curriculum link instruction integrated waste management environmental concept student action project school site governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation cf 0100 philosophy cf 3510 green school operation cf 3511 energy water management cf 3514 environmental safety cf 35142 integrated pest management district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice cf 3300 expenditure purchase cf 3517 facility inspection superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program cf 1400 relation governmental agency school cf 7131 relation local agency note calrecycle provides grant related information eligible school developing implementing integrated waste management program information see calrecycle web site superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort cf 4131 staff development cf 4231 staff development cf 4331 staff development cf 61425 environmental education cf 614293 science instruction board policy manual south san francisco unified school district superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary,,
363,41690880000000,San Mateo,Woodside Elementary,Suburban,Elementary School District,367,11,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030504&revid=EoAOwmTrCfZ8plustptOJeXNw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030504&revid=ouicsYgT1dBO22pluskgjxD2A==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,1,1,1,1.0,1.0,0,0.0,0.0,1,1,0,1,3.0,7.0,0,8.5,1.5,3.0,1.0,11.5,Woodside_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 10122021 last reviewed date 10122021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual woodside elementary school district,,
364,42691120000000,Santa Barbara,Blochman Union Elementary,Rural,Elementary School District,1458,40,1,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030545&revid=kA0ZEwC4G2V1fOSMDLudnw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2021,2021,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030545&revid=OIaslshWFThzVUo6iionvu6aA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,0.0,0.0,0,0.0,0.0,0,0,0,1,0.5,1.5,0,1.5,0.0,1.0,0.0,4.5,Blochman_Union_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 08102021 last reviewed date 08102021 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive superintendent designee may provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual blochman union elementary school district,,
365,42691200000000,Santa Barbara,Santa Maria-Bonita,Urban,Elementary School District,16845,94,1,2002,2002,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030229&revid=HIc5Yg9DrX9zbudIT0EVrg==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2002,2002,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030229&revid=b6tM2KqZRPsTn92Yxplush3dA==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,0,0.0,0.0,0,0.0,0.0,0,1,0,0,0.0,1.5,0,2.0,0.5,1.0,0.5,5.0,Santa_Maria-Bonita_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 05222002 last revised date 12112024 last reviewed date 12112024 governing board belief conservation water energy natural resource protection environment implementation effective waste diversion program connected district educational mission essential health wellbeing community superintendent designee shall develop implement costeffective integrated waste management program incorporates principle green school operation district integrated waste management program shall include strategy designed promote waste management practice source reduction recycling composting help district reduce recycle solid organic waste properly dispose potentially hazardous material improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreducing incentive superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource manner integrated waste management strategy impact effort board policy manual santa mariabonita school district,,
366,42691380000000,Santa Barbara,Buellton Union Elementary,Town,Elementary School District,527,56,1,2002,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030551&revid=I482XIGScLixuFQiYfoyqw==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,1.0,2002,2012,https://simbli.eboardsolutions.com/Policy/ViewPolicy.aspx?S=36030551&revid=VfCAwWJ1WCWMqec4AEyrmQ==&ptid=amIgTZiB9plushNjl6WXhfiOQ==&secid=y1ZW0qRGjEafuplusqEjNeK2Q==&PG=6&IRP=0&isPndg=false,3.0,0,0,1,1.0,0.0,0,1.0,0.0,0,0,0,1,0.5,3.75,0,3.75,0.0,2.25,1.0,6.75,Buellton_Union_Elementary_BP3511_1.pdf,policy 35111 integrated waste management status adopted original adopted date 03132002 last revised date 11142012 last reviewed date 11142012 governing board belief conservation natural resource protection environment connected district educational mission essential health wellbeing community superintendent designee shall develop andor implement costeffective integrated waste management program incorporates principle green school operation district program shall include strategy designed help district reduce solid hazardous waste generation improve efficiency use natural resource minimize impact use environment program shall address area district operation including limited procurement resource utilization facility management practice superintendent designee may collaborate city county state agency public private agency developing implementing district integrated waste management program superintendent designee shall make every effort identify funding opportunity district integrated waste management program including applying available grant costreduction incentive extent funding permit superintendent designee shall provide appropriate educational training opportunity student staff regarding benefit method conserving natural resource protecting environment superintendent designee shall regularly monitor aspect district integrated waste management program shall provide update board effectiveness necessary board policy manual buellton union school district,,
